x,y
0.9805610179901123,-0.4183686077594757
0.17808808386325836,-0.3486097455024719
-0.6240772604942322,-0.40089812874794006
-1.3373523950576782,-0.3312007784843445
-1.7830339670181274,0.0
-1.8722318410873413,-0.05228838697075844
-1.4265501499176025,0.27891239523887634
-0.8021653294563293,0.15686514973640442
0.08889025449752808,0.1917445808649063
0.8021653294563293,0.17427411675453186
1.3373523950576782,-0.08710630238056183
1.5157480239868164,0.06969734281301498
1.2481545209884644,-0.17427411675453186
0.6240772604942322,0.017408955842256546
-0.17808808386325836,0.017408955842256546
-0.9805610179901123,0.017408955842256546
-1.5157480239868164,0.20915354788303375
-1.7830339670181274,-0.03481791168451309
-1.6046383380889893,0.12198572605848312
-1.0697588920593262,-0.13945619761943817
-0.26728591322898865,-0.13945619761943817
0.5348794460296631,-0.10457677394151688
1.2481545209884644,-0.20915354788303375
1.6046383380889893,0.15686514973640442
1.5157480239868164,0.12198572605848312
1.0697588920593262,-0.2963213622570038
0.3564837574958801,-0.20915354788303375
-0.4456816017627716,-0.24403296411037445
-1.1589566469192505,-0.15686514973640442
-1.5157480239868164,0.20915354788303375
-1.6046383380889893,0.17427411675453186
-1.2481545209884644,-0.2614419162273407
-0.5348794460296631,-0.31379184126853943
0.26728591322898865,-0.3312007784843445
1.0697588920593262,-0.3312007784843445
1.6046383380889893,0.2266240119934082
1.7830339670181274,-0.3834891617298126
1.5157480239868164,0.15686514973640442
0.9805610179901123,-0.4183686077594757
0.17808808386325836,-0.4183686077594757
-0.6240772604942322,-0.40089812874794006
-1.1589566469192505,-0.20915354788303375
-1.4265501499176025,-0.4532480239868164
-1.2481545209884644,-0.27891239523887634
-0.7132750749588013,0.2614419162273407
0.08889025449752808,0.24403296411037445
0.8913632035255432,0.27891239523887634
1.6046383380889893,0.17427411675453186
1.9614295959472656,-0.2614419162273407
1.8722318410873413,-0.2963213622570038
1.4265501499176025,0.06969734281301498
0.7132750749588013,0.13945619761943817
-0.08889025449752808,0.12198572605848312
-0.8021653294563293,0.1917445808649063
-1.2481545209884644,-0.24403296411037445
-1.2481545209884644,-0.2963213622570038
-0.8913632035255432,0.05228838697075844
-0.26728591322898865,-0.06969734281301498
0.6240772604942322,-0.05228838697075844
1.3373523950576782,-0.06969734281301498
1.8722318410873413,-0.3312007784843445
2.0506274700164795,-0.17427411675453186
1.7830339670181274,-0.43577754497528076
1.1589566469192505,-0.24403296411037445
0.3564837574958801,-0.2614419162273407
-0.4456816017627716,-0.27891239523887634
-1.0697588920593262,-0.10457677394151688
-1.3373523950576782,-0.36608022451400757
-1.1589566469192505,-0.2266240119934082
-0.6240772604942322,0.27891239523887634
0.08889025449752808,0.24403296411037445
0.8913632035255432,0.2614419162273407
1.5157480239868164,0.13945619761943817
1.8722318410873413,-0.31379184126853943
1.7830339670181274,-0.3834891617298126
1.3373523950576782,-0.05228838697075844
0.6240772604942322,0.0
-0.26728591322898865,-0.03481791168451309
-0.9805610179901123,0.0
-1.4265501499176025,-0.4532480239868164
-1.5157480239868164,0.2614419162273407
-1.1589566469192505,-0.1917445808649063
-0.5348794460296631,-0.3486097455024719
0.26728591322898865,-0.3486097455024719
1.0697588920593262,-0.3486097455024719
1.5157480239868164,0.13945619761943817
1.6938360929489136,0.2963213622570038
1.4265501499176025,0.017408955842256546
0.8021653294563293,0.1917445808649063
0.0,0.17427411675453186
-0.8913632035255432,0.13945619761943817
-1.4265501499176025,-0.4880659282207489
-1.6938360929489136,0.03481791168451309
-1.6046383380889893,0.17427411675453186
-1.0697588920593262,-0.10457677394151688
-0.26728591322898865,-0.13945619761943817
0.5348794460296631,-0.12198572605848312
1.1589566469192505,-0.2614419162273407
1.5157480239868164,0.08710630238056183
1.4265501499176025,0.03481791168451309
0.9805610179901123,-0.4183686077594757
0.26728591322898865,-0.3486097455024719
-0.6240772604942322,-0.40089812874794006
-1.3373523950576782,-0.3312007784843445
-1.7830339670181274,0.0
-1.8722318410873413,-0.05228838697075844
-1.4265501499176025,0.27891239523887634
-0.8021653294563293,0.15686514973640442
0.0,0.1917445808649063
0.8021653294563293,0.17427411675453186
1.3373523950576782,-0.08710630238056183
1.4265501499176025,0.06969734281301498
1.2481545209884644,-0.17427411675453186
0.6240772604942322,0.017408955842256546
-0.17808808386325836,0.017408955842256546
-0.9805610179901123,0.017408955842256546
-1.6046383380889893,0.1917445808649063
-1.7830339670181274,-0.03481791168451309
-1.6046383380889893,0.12198572605848312
-1.0697588920593262,-0.13945619761943817
-0.26728591322898865,-0.15686514973640442
0.5348794460296631,-0.10457677394151688
1.1589566469192505,-0.20915354788303375
1.6046383380889893,0.15686514973640442
1.5157480239868164,0.12198572605848312
1.0697588920593262,-0.2963213622570038
0.3564837574958801,-0.2266240119934082
-0.4456816017627716,-0.24403296411037445
-1.1589566469192505,-0.15686514973640442
-1.6046383380889893,0.20915354788303375
-1.6046383380889893,0.17427411675453186
-1.2481545209884644,-0.2614419162273407
-0.5348794460296631,-0.31379184126853943
0.26728591322898865,-0.3312007784843445
1.0697588920593262,-0.3312007784843445
1.6046383380889893,0.2266240119934082
1.7830339670181274,-0.40089812874794006
1.5157480239868164,0.15686514973640442
0.9805610179901123,-0.4183686077594757
0.17808808386325836,-0.4183686077594757
-0.6240772604942322,-0.40089812874794006
-1.1589566469192505,-0.20915354788303375
-1.4265501499176025,-0.4532480239868164
-1.2481545209884644,-0.27891239523887634
-0.7132750749588013,0.24403296411037445
0.08889025449752808,0.24403296411037445
0.8913632035255432,0.27891239523887634
1.6046383380889893,0.17427411675453186
1.9614295959472656,-0.24403296411037445
1.8722318410873413,-0.2963213622570038
1.4265501499176025,0.06969734281301498
0.7132750749588013,0.13945619761943817
-0.08889025449752808,0.12198572605848312
-0.8021653294563293,0.1917445808649063
-1.2481545209884644,-0.2614419162273407
-1.2481545209884644,-0.2963213622570038
-0.8913632035255432,0.05228838697075844
-0.26728591322898865,-0.06969734281301498
0.6240772604942322,-0.05228838697075844
1.3373523950576782,-0.06969734281301498
1.8722318410873413,-0.3312007784843445
1.9614295959472656,-0.17427411675453186
1.7830339670181274,-0.43577754497528076
1.1589566469192505,-0.24403296411037445
0.3564837574958801,-0.2614419162273407
-0.4456816017627716,-0.27891239523887634
-1.0697588920593262,-0.10457677394151688
-1.3373523950576782,-0.36608022451400757
-1.1589566469192505,-0.2266240119934082
-0.6240772604942322,0.2963213622570038
0.08889025449752808,0.2614419162273407
0.8913632035255432,0.2614419162273407
1.6046383380889893,0.12198572605848312
1.8722318410873413,-0.31379184126853943
1.7830339670181274,-0.3834891617298126
1.3373523950576782,-0.05228838697075844
0.6240772604942322,0.0
-0.26728591322898865,-0.03481791168451309
-0.9805610179901123,0.0
-1.4265501499176025,-0.4532480239868164
-1.5157480239868164,0.2614419162273407
-1.1589566469192505,-0.1917445808649063
-0.5348794460296631,-0.3486097455024719
0.3564837574958801,-0.3486097455024719
1.0697588920593262,-0.36608022451400757
1.5157480239868164,0.13945619761943817
1.6938360929489136,0.2963213622570038
1.4265501499176025,0.017408955842256546
0.8021653294563293,0.1917445808649063
-0.08889025449752808,0.15686514973640442
-0.8913632035255432,0.13945619761943817
-1.5157480239868164,-0.4880659282207489
-1.7830339670181274,0.03481791168451309
-1.6046383380889893,0.17427411675453186
-1.0697588920593262,-0.10457677394151688
-0.26728591322898865,-0.13945619761943817
0.5348794460296631,-0.12198572605848312
1.1589566469192505,-0.2614419162273407
1.5157480239868164,0.08710630238056183
1.4265501499176025,0.03481791168451309
0.9805610179901123,-0.4183686077594757
0.26728591322898865,-0.3486097455024719
-0.6240772604942322,-0.40089812874794006
-1.3373523950576782,-0.3312007784843445
-1.7830339670181274,0.0
-1.8722318410873413,-0.05228838697075844
-1.4265501499176025,0.2963213622570038
-0.8021653294563293,0.15686514973640442
0.0,0.1917445808649063
0.8021653294563293,0.17427411675453186
1.3373523950576782,-0.08710630238056183
1.5157480239868164,0.06969734281301498
1.2481545209884644,-0.17427411675453186
